#area,CAP,N. Operació,Fase,Data,Referència,Projecte,Aplicació,Import,Saldo,Exercici,Orgànica,Funcional,Econòmica,tercer,Nom terc.,Text lliure,Asc.,Document,Data doc.,Data registre,Nº Registro Factura,,,,,,
9,4,2.20151000574e+11,R,42060.0,22014000512.0,,2014 SG1 9120 4800111,1000.0,1000.0,2014.0,SG1,9120.0,4800111.0,G07203672,AAVV SANT CLIMENT,PAGAMENT DEL 50% RESTANT SUBVENCION S ENTITATS SENSE ÀNIM DE LUCRE PARTICIPACIÓ CIUTADANA 2014,2.20150000628e+11,1.0,42038.0,42060.0,F/2015/313,,,,,,
9,4,2.20150008153e+11,R,42194.0,22015000485.0,,2015 SG1 9120 4800111,965.0,965.0,2015.0,SG1,9120.0,4800111.0,G57596116,AAVV SES TANQUES DEL CARME,"PAGAMEMT  50 %SUBV.A ENTITATS SENSE ÀNIM DE LUCRE PROJ, D'ACTIVITATS QUE AFAVOREIXIN LA DINAMITZACIÓ I PART. CIUTADANA",2.20150000816e+11,AJ02,42040.0,42086.0,F/2015/389,,,,,,
9,4,2.20151000577e+11,R,42060.0,22014000512.0,,2014 SG1 9120 4800111,350.0,350.0,2014.0,SG1,9120.0,4800111.0,G57596116,AAVV SES TANQUES DEL CARME,PAGAMENT DEL 50% RESTANT SUBVENCIOS ENTITATS SENSE ÀNIM DE LUCRE PARTICIPACIÓ CIUTADANA 2014,2.20150000818e+11,AJ 02,42040.0,42086.0,F/2015/390,,,,,,
1,6,2.20150000277e+11,R,42032.0,22015000153.0,,2015 CM2 1511 6810214,91861.62,91861.62,2015.0,CM2,1511.0,6810214.0,37239961V,ABAD SANCHEZ PLACIDO,50% DEL  2N PAGAMENT EXPROPIACIÓ FINCA REGISTRAL NÚM. 15954  PLE  11/12/2013,2.20150001636e+11,T3/2015,42064.0,42090.0,F/2015/694,,,,,,
1,2,2.20150002386e+11,R,42086.0,22015000748.0,,2015 SG5 1300 2140001,144.72,144.72,2015.0,SG5,1300.0,2140001.0,41493388P,ABELLAN GELABERT JUAN JOSE (MOTOS GELABERT),JOC PASTILLES FRENS,2.20150001901e+11,AJ03,42066.0,42090.0,F/2015/785,,,,,,
1,2,2.20150002387e+11,R,42086.0,22015000749.0,,2015 SG5 1300 2140001,49.72,49.72,2015.0,SG5,1300.0,2140001.0,41493388P,ABELLAN GELABERT JUAN JOSE (MOTOS GELABERT),COPIA CLAU ORIGINAL MOTO,2.20150001903e+11,AJ03,42068.0,42090.0,F/2015/786,,,,,,
1,2,2.20150005212e+11,R,42143.0,22015001138.0,,2015 SG5 1300 2140001,153.9,153.9,2015.0,SG5,1300.0,2140001.0,41493388P,ABELLAN GELABERT JUAN JOSE (MOTOS GELABERT),PORTAOBJETOS MOTO POLICIA,2.20150001929e+11,285.0,42063.0,42090.0,F/2015/806,,,,,,
1,2,2.20150007972e+11,R,42192.0,22015001716.0,,2015 SG5 1300 2140001,456.65,456.65,2015.0,SG5,1300.0,2140001.0,41493388P,ABELLAN GELABERT JUAN JOSE (MOTOS GELABERT),FRENS VEHICLES POLICIA,2.20150001939e+11,422.0,42064.0,42090.0,F/2015/844,,,,,,
1,2,2.20150008257e+11,R,42194.0,22015001843.0,,2015 SG5 1300 2140001,375.34,375.34,2015.0,SG5,1300.0,2140001.0,41493388P,ABELLAN GELABERT JUAN JOSE (MOTOS GELABERT),REPARACIONS I RECANVIS VEHICLES POLICIA,2.20150001941e+11,422.0,42064.0,42090.0,F/2015/845,,,,,,
1,2,2.20150009073e+11,R,42216.0,22015001904.0,,2015 SG5 1300 2140001,84.57,84.57,2015.0,SG5,1300.0,2140001.0,41493388P,ABELLAN GELABERT JUAN JOSE (MOTOS GELABERT),FILTRES VEHICLE POLICIA,2.20150001943e+11,422.0,42064.0,42090.0,F/2015/846,,,,,,
1,6,2.20150017332e+11,R,42356.0,22015002868.0,,2015 SG5 1300 6230111,6562.79,6562.79,2015.0,SG5,1300.0,6230111.0,41493388P,ABELLAN GELABERT JUAN JOSE (MOTOS GELABERT),MOTO YAMAHA XMAX 250CC,2.20150001945e+11,422.0,42064.0,42090.0,F/2015/847,,,,,,
1,2,2.2015001458e+11,R,42312.0,22015000488.0,,2015 SP1 1640 2120001,234.74,234.74,2015.0,SP1,1640.0,2120001.0,B28262822,ABM--REXEL SLU,IL·LUMINACIO I BATERIES SUPORT  PLACA FOTOVOLTAICA CEMENTERI SANT CLIMENT,2.20150003405e+11,T4/2015,42095.0,42136.0,F/2015/1240,,,,,,
1,2,2.20150014581e+11,R,42312.0,22015000488.0,,2015 SP1 1640 2120001,42.25,42.25,2015.0,SP1,1640.0,2120001.0,B28262822,ABM--REXEL SLU,IL·LUMINACIO I BATERIES SUPORT  PLACA FOTOVOLTAICA CEMENTERI SANT CLIMENT,2.20150003451e+11,291.0,42094.0,42145.0,F/2015/1283,,,,,,
1,2,2.20150014582e+11,R,42312.0,22015000488.0,,2015 SP1 1640 2120001,1064.44,1064.44,2015.0,SP1,1640.0,2120001.0,B28262822,ABM--REXEL SLU,IL·LUMINACIO I BATERIES SUPORT  PLACA FOTOVOLTAICA CEMENTERI SANT CLIMENT,2.20150003473e+11,423.0,42095.0,42145.0,F/2015/1300,,,,,,
1,2,2.20151000277e+11,R,42058.0,22014002740.0,,2014 CM2 1511 2270601,2783.0,2783.0,2014.0,CM2,1511.0,2270601.0,J57194581,ABRIL CONSULTORIA AGROAMBIENTAL SC,CONSULTORIA TECNICA ESTUDI AMBIENTAL APROVACIO PGOU MAO MAHON,2.20150003475e+11,423.0,42095.0,42145.0,F/2015/1301,,,,,,
3,2,2.20151000403e+11,R,42059.0,22014002102.0,,2014 SP1 3120 2130001,262.65,262.65,2014.0,SP1,3120.0,2130001.0,B64290810,AEGERUS SL,MANTENIMENT PROGRAMA AEGERUS,2.20150003477e+11,423.0,42095.0,42145.0,F/2015/1302,,,,,,
3,2,2.20150001154e+11,R,42059.0,22015000172.0,,2015 SP1 3120 2279901,262.65,262.65,2015.0,SP1,3120.0,2279901.0,B64290810,AEGERUS SL,MANTENIMENT MENSUAL PROGRAMA AEGERUS,2.20150003479e+11,423.0,42095.0,42145.0,F/2015/1303,,,,,,
3,2,2.20150001279e+11,R,42060.0,22015000172.0,,2015 SP1 3120 2279901,262.65,262.65,2015.0,SP1,3120.0,2279901.0,B64290810,AEGERUS SL,MANTENIMENT PROGRAMA AEGERUS,2.20150003501e+11,AJ04,42099.0,42145.0,F/2015/1341,,,,,,
3,2,2.2015000382e+11,R,42121.0,22015000172.0,,2015 SP1 3120 2279901,262.65,262.65,2015.0,SP1,3120.0,2279901.0,B64290810,AEGERUS SL,MANTENIMENT PROGRAMA AEGERUS,2.20150003503e+11,AJ04,42097.0,42145.0,F/2015/1342,,,,,,
3,2,2.20150005572e+11,R,42145.0,22015000172.0,,2015 SP1 3120 2279901,262.65,262.65,2015.0,SP1,3120.0,2279901.0,B64290810,AEGERUS SL,MANTENIMENT PROGRAMA AEGERUS MAIG,2.20150005015e+11,AJ IBI 01,42117.0,42156.0,F/2015/1877,,,,,,
3,2,2.20150005945e+11,R,42152.0,22015000172.0,,2015 SP1 3120 2279901,262.65,262.65,2015.0,SP1,3120.0,2279901.0,B64290810,AEGERUS SL,MANTENIMENT PROGRA AEGERUS,2.20150005013e+11,AJ IBI 01,42117.0,42156.0,F/2015/1876,,,,,,
3,2,2.20150008417e+11,R,42199.0,22015000172.0,,2015 SP1 3120 2279901,262.65,262.65,2015.0,SP1,3120.0,2279901.0,B64290810,AEGERUS SL,MANTENIMENT PROGRAMA AEGERUS,2.20150005041e+11,T5/2015,42125.0,42159.0,F/2015/2049,,,,,,
3,2,2.20150009387e+11,R,42226.0,22015000172.0,,2015 SP1 3120 2279901,262.65,262.65,2015.0,SP1,3120.0,2279901.0,B64290810,AEGERUS SL,MANTENIMENT PROGRAMA AEGERUS,2.20150005045e+11,424.0,42125.0,42159.0,F/2015/2063,,,,,,
3,2,2.20150010538e+11,R,42239.0,22014002626.0,,2015 SP1 3120 2279901,262.65,262.65,2015.0,SP1,3120.0,2279901.0,B64290810,AEGERUS SL,MANTENIMENT MENSUAL AEGERUS,2.20150005047e+11,424.0,42125.0,42159.0,F/2015/2064,,,,,,
3,2,2.20150011933e+11,R,42271.0,22015000172.0,,2015 SP1 3120 2279901,262.65,262.65,2015.0,SP1,3120.0,2279901.0,B64290810,AEGERUS SL,MANTENIMENT PROGRAMA AEGERUS,2.20150005049e+11,424.0,42125.0,42159.0,F/2015/2065,,,,,,
3,2,2.20150013246e+11,R,42286.0,22015000172.0,,2015 SP1 3120 2279901,262.65,262.65,2015.0,SP1,3120.0,2279901.0,B64290810,AEGERUS SL,MANTENIMENT PROGRAMA AEGERUS,2.20150005051e+11,424.0,42125.0,42159.0,F/2015/2066,,,,,,
3,2,2.20150014499e+11,R,42312.0,22015000172.0,,2015 SP1 3120 2279901,262.65,262.65,2015.0,SP1,3120.0,2279901.0,B64290810,AEGERUS SL,MANTENIMENT PROGRAMA AEGERUS,2.20150005053e+11,AJ05,42129.0,42159.0,F/2015/2076,,,,,,
3,2,2.20150015969e+11,R,42334.0,22015000172.0,,2015 SP1 3120 2279901,262.65,262.65,2015.0,SP1,3120.0,2279901.0,B64290810,AEGERUS SL,MANTENIMENT PROGRAMA AEGERUS,2.20150005055e+11,AJ05,42129.0,42159.0,F/2015/2077,,,,,,
3,2,2.20151000418e+11,R,42059.0,22014002399.0,,2014 SP1 3120 2279901,262.65,262.65,2014.0,SP1,3120.0,2279901.0,B64290810,AEGERUS SL,MANTENIMENT PROGRAMA AEGERUS,2.20150006954e+11,T6/2015,42156.0,42180.0,F/2015/2750,,,,,,
3,2,2.20150001225e+11,R,42060.0,22015000183.0,,2015 SP1 3120 2210501,2255.66,2255.66,2015.0,SP1,3120.0,2210501.0,V57005621,AGROMENORCA SAT,SUBMINISTRAMENT PRODUCTES ALIMENTARIS FRUITES I VERDURES GENER,2.20150006958e+11,308.0,42155.0,42180.0,F/2015/2774,,,,,,
3,2,2.20150002601e+11,R,42090.0,22015000183.0,,2015 SP1 3120 2210501,2008.07,2008.07,2015.0,SP1,3120.0,2210501.0,V57005621,AGROMENORCA SAT,SUBMINISTRAMENT RGA FEBRER,2.20150006964e+11,AJ06,42159.0,42180.0,F/2015/3000,,,,,,
3,2,2.20150005471e+11,R,42145.0,22015000183.0,,2015 SP1 3120 2210501,2064.4,2064.4,2015.0,SP1,3120.0,2210501.0,V57005621,AGROMENORCA SAT,SUBMINISTRAMENT RGA MARÇ,2.20150006966e+11,AJ06,42100.0,42180.0,F/2015/3001,,,,,,
3,2,2.20150005546e+11,R,42145.0,22015000183.0,,2015 SP1 3120 2210501,2013.69,2013.69,2015.0,SP1,3120.0,2210501.0,V57005621,AGROMENORCA SAT,SUBMINISTRAMENT RGA ABRIL,2.20150006974e+11,425.0,42156.0,42180.0,F/2015/3211,,,,,,
3,2,2.2015000794e+11,R,42192.0,22015000183.0,,2015 SP1 3120 2210501,2021.86,2021.86,2015.0,SP1,3120.0,2210501.0,V57005621,AGROMENORCA SAT,SUBMINISTRAMENT MAIG RGA,2.20150006976e+11,425.0,42156.0,42180.0,F/2015/3212,,,,,,
3,2,2.20150009049e+11,R,42216.0,22015000183.0,,2015 SP1 3120 2210501,2284.61,2284.61,2015.0,SP1,3120.0,2210501.0,V57005621,AGROMENORCA SAT,SUBMINISTRAMENT RGA,2.20150006978e+11,425.0,42156.0,42180.0,F/2015/3213,,,,,,
3,2,2.20150011928e+11,R,42271.0,22015000183.0,,2015 SP1 3120 2210501,1917.58,1917.58,2015.0,SP1,3120.0,2210501.0,V57005621,AGROMENORCA SAT,SUBMINISTRAMENT RGA JULIOL,2.2015000698e+11,425.0,42156.0,42180.0,F/2015/3214,,,,,,
3,2,2.20150013249e+11,R,42286.0,22015000183.0,,2015 SP1 3120 2210501,2315.62,2315.62,2015.0,SP1,3120.0,2210501.0,V57005621,AGROMENORCA SAT,SUBMINISTRAMENT RGA,2.20150005081e+11,298.0,42124.0,42184.0,F/2015/2123,,,,,,
3,2,2.20150014308e+11,R,42304.0,22015000183.0,,2015 SP1 3120 2210501,1939.62,1939.62,2015.0,SP1,3120.0,2210501.0,V57005621,AGROMENORCA SAT,SUBMINISTRAMENT RGA SETEMBRE,2.2015000872e+11,T7/2015,42186.0,42216.0,F/2015/3592,,,,,,
3,2,2.20150015963e+11,R,42334.0,22015000183.0,,2015 SP1 3120 2210501,2070.2,2070.2,2015.0,SP1,3120.0,2210501.0,V57005621,AGROMENORCA SAT,SUBMINISTRAMENT RGA OCTUBRE,2.20150008721e+11,426.0,42186.0,42216.0,F/2015/3612,,,,,,
3,2,2.2015100014e+11,R,42058.0,22014000427.0,,2014 SP1 3120 2210501,1597.02,1597.02,2014.0,SP1,3120.0,2210501.0,V57005621,AGROMENORCA SAT,SUBMINISTRAMENT NOVEMBRE RGA,2.20150008722e+11,426.0,42186.0,42216.0,F/2015/3613,,,,,,
3,2,2.20151000357e+11,R,42059.0,22014000427.0,,2014 SP1 3120 2210501,2134.38,2134.38,2014.0,SP1,3120.0,2210501.0,V57005621,AGROMENORCA SAT,SUBMINISTRAMENT RGA DESEMBRE,2.20150008723e+11,426.0,42186.0,42216.0,F/2015/3614,,,,,,
2,2,2.20150006051e+11,R,42152.0,22015000385.0,,2015 SP1 2310 2269901,592.0,592.0,2015.0,SP1,2310.0,2269901.0,35114966S,AGUT PELLICE VIOLANT,TALLERS FAMILIA,2.20150008724e+11,426.0,42186.0,42216.0,F/2015/3615,,,,,,
2,2,2.20150007966e+11,R,42192.0,22015000385.0,,2015 SP1 2310 2269901,740.0,740.0,2015.0,SP1,2310.0,2269901.0,35114966S,AGUT PELLICE VIOLANT,TALLERS FAMILIA,2.20150008725e+11,AJ7,42187.0,42216.0,F/2015/3620,,,,,,
3,2,2.20150014481e+11,R,42312.0,22015000369.0,,2015 SP2 3380 2269901,8470.0,8470.0,2015.0,SP2,3380.0,2269901.0,46328763R,AHEDO BALLESTEROS MILA,GESTIO I ORGANITZACIO NIT D'ART,2.20150008726e+11,AJ07,42187.0,42216.0,F/2015/3621,,,,,,
2,4,2.20150000354e+11,R,42041.0,22015000402.0,,2015 SP1 2310 4800111,217346.36,217346.36,2015.0,SP1,2310.0,4800111.0,17160214Y,AJUTS D'EMERGÈNCIA SOCIAL,AJUTS INDIVIDUALS D'EMERGÈNCIA SOCIAL,2.20150008727e+11,314.0,42185.0,42216.0,F/2015/3642,,,,,,
9,4,2.20150008565e+11,R,42201.0,22015000484.0,,2015 SG1 9120 4800111,175.0,175.0,2015.0,SG1,9120.0,4800111.0,G07709736,ALCER MENORCA,PAG. 50%  SUBV. DESTINADES A ENTITATS SENSE ÀNIM DE LUCRE PER A PROJECTES D'ACTIVITATS QUE DESENVOLUPIN A.SOCIALS 2015,2.2015001019e+11,02/2015,42209.0,42243.0,F/2015/4053,,,,,,
9,4,2.20151000598e+11,R,42086.0,22014000512.0,,2014 SG1 9120 4800111,150.0,150.0,2014.0,SG1,9120.0,4800111.0,G07709736,ALCER MENORCA,PAGAMENT DEL 50% RESTANT SUBVENCIONS ENTITATS SENSE ANIM DE LUCRE ACTIVITATS QUE DESENVOLUPIN ACCIONS SOCIALS 2014,2.20150010191e+11,01/2015,42209.0,42243.0,F/2015/4054,,,,,,
3,2,2.20150013218e+11,R,42286.0,22015000364.0,,2015 SP2 3344 2269901,210.0,210.0,2015.0,SP2,3344.0,2269901.0,41503198C,ALLES CARRERAS ODIN (MENJARS CAN JORDI),ACTUACIO PALLASOS,2.20150010194e+11,T8/2015,42217.0,42243.0,F/2015/4147,,,,,,
9,2,2.20150001008e+11,R,42058.0,22015000404.0,,2015 SG2 9205 2302001,44.01,44.01,2015.0,SG2,9205.0,2302001.0,73195341A,ALMUZARA LAMUA JOSE MARIA,PAGAMENT DIETES PER ASSISTIR A LA REUNIÓ A PALMA EL DIA 13/01/15 PROJECTE DENOMINAT BIERMO,2.20150010195e+11,427.0,42217.0,42243.0,F/2015/4148,,,,,,
9,2,2.20150001009e+11,R,42058.0,22015000405.0,,2015 SG2 9205 2302001,44.01,44.01,2015.0,SG2,9205.0,2302001.0,73195341A,ALMUZARA LAMUA JOSE MARIA,PAGAMENT DIETES PER ASSISTIR A LES JORNADES DE PRESENTACIÓ DEL PROGRAMA DESENVOLUPAMENT PROJECTE TIE DIA 26/01/15,2.20150010196e+11,427.0,42217.0,42243.0,F/2015/4149,,,,,,
9,2,2.20150006083e+11,R,42152.0,22015001434.0,,2015 SG2 9205 2302001,44.01,44.01,2015.0,SG2,9205.0,2302001.0,73195341A,ALMUZARA LAMUA JOSE MARIA,PAGAMENT DIETES I DESPESES DE LOCOMOCIÓ PER ASSISTIR EL DIA 15/05/2015 A PALMA JORNADES DE TREBALL PER A LA ELABORACIÓ D,2.20150010197e+11,427.0,42217.0,42243.0,F/2015/4150,,,,,,
9,2,2.2015100009e+11,R,42058.0,22014002772.0,,2014 SG2 9205 2302001,44.45,44.45,2014.0,SG2,9205.0,2302001.0,73195341A,ALMUZARA LAMUA JOSE MARIA,PAGAMENT DIETES PER ASSISTIR A UNA REUNIÓ A PALMA DE MALLORCA DIA 01/12/14 PLA ESTRATÈGIC,2.20150010198e+11,427.0,42217.0,42243.0,F/2015/4151,,,,,,
9,2,2.20150001194e+11,R,42060.0,22015000467.0,,2015 SG2 9205 2310001,44.4,44.4,2015.0,SG2,9205.0,2310001.0,73195341A,ALMUZARA LAMUA JOSE MARIA,"PAGAMENT DESPESES DE LOCOMOCIÓ VIATGE A PALMA DE MALLORCA DIA 26/01/2015 """"DESARROLLO PROYECTO TIE""""",2.20150010202e+11,2.0,42220.0,42243.0,F/2015/4189,,,,,,
9,2,2.20150006083e+11,R,42152.0,22015001435.0,,2015 SG2 9205 2310001,44.2,44.2,2015.0,SG2,9205.0,2310001.0,73195341A,ALMUZARA LAMUA JOSE MARIA,PAGAMENT DIETES I DESPESES DE LOCOMOCIÓ PER ASSISTIR EL DIA 15/05/2015 A PALMA JORNADES DE TREBALL PER A LA ELABORACIÓ D,2.20150010203e+11,2.0,42220.0,42243.0,F/2015/4190,,,,,,
1,2,2.20150003602e+11,R,42116.0,22015000244.0,,2015 CM1 1721 2269901,24.2,24.2,2015.0,CM1,1721.0,2269901.0,B57351819,ALYSERVI BALEARS MENORCA SL,BUIDAT I NETEJA SANITARI PARC RUBIO,2.20150010204e+11,323.0,42216.0,42243.0,F/2015/4275,,,,,,
1,2,2.20150006005e+11,R,42152.0,22015000244.0,,2015 CM1 1721 2269901,24.2,24.2,2015.0,CM1,1721.0,2269901.0,B57351819,ALYSERVI BALEARS MENORCA SL,NETEJA SANITARI QUIMIC PARC RUBIO,2.20150010205e+11,aj08,42219.0,42243.0,F/2015/4276,,,,,,
1,2,2.20150008018e+11,R,42192.0,22015000244.0,,2015 CM1 1721 2269901,24.2,24.2,2015.0,CM1,1721.0,2269901.0,B57351819,ALYSERVI BALEARS MENORCA SL,NETEJA WC PORTATIL PARC RUBIO,2.20150010206e+11,AJ08,42219.0,42243.0,F/2015/4277,,,,,,
1,2,2.20150012007e+11,R,42271.0,22015000244.0,,2015 CM1 1721 2269901,24.2,24.2,2015.0,CM1,1721.0,2269901.0,B57351819,ALYSERVI BALEARS MENORCA SL,NETEJA I BUIDAT SANITARI PARC RUBIO,2.20150011663e+11,T9/2015,42248.0,42275.0,F/2015/4776,,,,,,
1,2,2.20150015952e+11,R,42334.0,22015000244.0,,2015 CM1 1721 2269901,24.2,24.2,2015.0,CM1,1721.0,2269901.0,B57351819,ALYSERVI BALEARS MENORCA SL,BUIDAT I NETEJA SANITARI PARC RUBIO,2.20150011742e+11,428.0,42248.0,42275.0,F/2015/4803,,,,,,
3,2,2.2015001345e+11,R,42286.0,22015000489.0,,2015 SP1 3110 2269901,181.5,181.5,2015.0,SP1,3110.0,2269901.0,B57351819,ALYSERVI BALEARS MENORCA SL,LLOGUER SANITARIS PER CREU ROJA FESTES SANT CLIMENT,2.20150011743e+11,428.0,42248.0,42275.0,F/2015/4804,,,,,,
3,2,2.20150009407e+11,R,42226.0,22015000364.0,,2015 SP2 3344 2269901,283.14,283.14,2015.0,SP2,3344.0,2269901.0,B57351819,ALYSERVI BALEARS MENORCA SL,LLOGUER SANITARIS EVENT MUSICAL SINIA COSTABELLA,2.20150011744e+11,428.0,42248.0,42275.0,F/2015/4805,,,,,,
3,2,2.20150003601e+11,R,42116.0,22015000369.0,,2015 SP2 3380 2269901,283.14,283.14,2015.0,SP2,3380.0,2269901.0,B57351819,ALYSERVI BALEARS MENORCA SL,SANITARIS QUIMICS PER FESTA CARNAVAL SINIA COSTABELLA,2.20150011745e+11,428.0,42248.0,42275.0,F/2015/4806,,,,,,
