#AREA,CAP,N. Operació,Fase,Data,Referència,Projecte,Aplicació,Import,Saldo,Exercici,Orgànica,Programa,Econòmica,Nom terc.,Text lliure,
1,2,2.20130004311e+11,R,41394.0,22012003689.0,,2013 CM1 1695 2120001,157.09,157.09,2013.0,CM1,1695.0,2120001.0,A PALLISER SA,MATERIAL DIVERS MATNENIMENT EDIFICIS,
1,2,2.20130004383e+11,R,41394.0,22012003180.0,,2013 CM1 1695 2120001,48.81,48.81,2013.0,CM1,1695.0,2120001.0,A PALLISER SA,MATERIAL QUARTER SANTIAGO,
1,2,2.20130004384e+11,R,41394.0,22012003181.0,,2013 CM1 1695 2120001,219.88,219.88,2013.0,CM1,1695.0,2120001.0,A PALLISER SA,RAJOLES QUARTER SANTIAGO,
1,2,2.20130005485e+11,R,41422.0,22013001192.0,,2013 CM1 1695 2120001,101.7,101.7,2013.0,CM1,1695.0,2120001.0,A PALLISER SA,MATERIAL DIVERS MANTENIMENT,
1,2,2.20131000175e+11,R,41302.0,22012003408.0,,2012 CM1 1695 2120001,46.85,46.85,2012.0,CM1,1695.0,2120001.0,A PALLISER SA,MATENIEMENT EDIFICIS,
3,2,2.2013000609e+11,R,41437.0,22013000815.0,,2013 SP1 3120 2120001,130.86,130.86,2013.0,SP1,3120.0,2120001.0,A PALLISER SA,MATERIAL RGA,
3,2,2.20130004125e+11,R,41394.0,22013001054.0,,2013 SP2 3210 2120001,29.87,29.87,2013.0,SP2,3210.0,2120001.0,A PALLISER SA,MANTENIMENT Mª LLUISA SERRA,
3,2,2.2013000447e+11,R,41397.0,22013000578.0,,2013 SP2 3210 2120001,46.42,46.42,2013.0,SP2,3210.0,2120001.0,A PALLISER SA,MATERIAL MANTENIMENT SA GRADUADA,
3,2,2.20130005483e+11,R,41422.0,22013000367.0,,2013 SP2 3210 2120001,89.95,89.95,2013.0,SP2,3210.0,2120001.0,A PALLISER SA,MATERIAL MANTENIMENT ESCOLES,
3,2,2.20131000157e+11,R,41302.0,22012003440.0,,2012 SP2 3210 2120001,90.56,90.56,2012.0,SP2,3210.0,2120001.0,A PALLISER SA,MATERIAL REPARACIO TERMO ANTONI JOAN I MILLORES Mª LLUISA SERRA,
3,2,2.20130004123e+11,R,41394.0,22013001052.0,,2013 SP3 3400 2120001,82.97,82.97,2013.0,SP3,3400.0,2120001.0,A PALLISER SA,MATERIAL MANTENIMENT POLIESPORTIU,
3,2,2.20130004127e+11,R,41394.0,22013001055.0,,2013 SP3 3400 2120001,81.65,81.65,2013.0,SP3,3400.0,2120001.0,A PALLISER SA,MATERIAL MANTENIMENT POLIESPORTIU,
3,2,2.20130008958e+11,R,41529.0,22013001844.0,,2013 SP3 3400 2120001,101.59,101.59,2013.0,SP3,3400.0,2120001.0,A PALLISER SA,MATERIAL MANTENIMENT POLIESPORTIU,
3,2,2.20131000177e+11,R,41302.0,22012003410.0,,2012 SP3 3400 2120001,98.81,98.81,2012.0,SP3,3400.0,2120001.0,A PALLISER SA,MATERIAL POLIESPORTIU,
1,2,2.20131000444e+11,R,41313.0,22012002059.0,,2012 CM1 1650 2130001,53.76,53.76,2012.0,CM1,1650.0,2130001.0,A PALLISER SA,PISTOLA SILICONA REPOSICIO ENLLUMENAT,
1,2,2.20130004115e+11,R,41394.0,22013001043.0,,2013 CM1 1710 2130001,99.7,99.7,2013.0,CM1,1710.0,2130001.0,A PALLISER SA,LLENYA PER PERGOLA PARC RUBIO I BOMBA PER SOLDADOR TALLER,
3,2,2.20130004113e+11,R,41394.0,22013001041.0,,2013 SP2 3323 2130001,14.74,14.74,2013.0,SP2,3323.0,2130001.0,A PALLISER SA,MATERIAL RESTAURACIO,
3,2,2.2013000412e+11,R,41394.0,22013001049.0,,2013 SP3 3400 2130001,59.47,59.47,2013.0,SP3,3400.0,2130001.0,A PALLISER SA,MATERIAL CONDICIONAMENT INSTAL·LACIONS,
3,2,2.20130004121e+11,R,41394.0,22013001050.0,,2013 SP3 3400 2130001,45.22,45.22,2013.0,SP3,3400.0,2130001.0,A PALLISER SA,MATERIAL MANTENIMENT POLIESPORTIU,
3,2,2.20130004122e+11,R,41394.0,22013001051.0,,2013 SP3 3400 2130001,61.89,61.89,2013.0,SP3,3400.0,2130001.0,A PALLISER SA,MATERIAL FONTANERIA POLIESPORTIU,
3,2,2.20130004273e+11,R,41394.0,22013000310.0,,2013 SP3 3400 2130001,182.88,182.88,2013.0,SP3,3400.0,2130001.0,A PALLISER SA,MATERIAL REPOSICIO,
3,2,2.20131000176e+11,R,41302.0,22012003409.0,,2012 SP3 3400 2130001,1.37,1.37,2012.0,SP3,3400.0,2130001.0,A PALLISER SA,MATERIAL FONTANERIA CAMP FUBOL 7,
3,2,2.20131000446e+11,R,41313.0,22012003641.0,,2012 SP3 3400 2130001,269.29,269.29,2012.0,SP3,3400.0,2130001.0,A PALLISER SA,MATERIAL PISCINA,
4,2,2.20131000439e+11,R,41313.0,22012001902.0,,2012 CM1 4302 2130001,1847.22,1847.22,2012.0,CM1,4302.0,2130001.0,A PALLISER SA,PLAQUES DE GUIX ADEQUACIO SANTIAGO,
1,2,2.20130004118e+11,R,41394.0,22013001046.0,,2013 CM1 1695 2210401,41.92,41.92,2013.0,CM1,1695.0,2210401.0,A PALLISER SA,TANCADURA I BOTES SEGURETAT,
1,2,2.20130005484e+11,R,41422.0,22013001191.0,,2013 CM1 1695 2210401,11.25,11.25,2013.0,CM1,1695.0,2210401.0,A PALLISER SA,REPOSICIO GUANTS,
1,2,2.2013100009e+11,R,41302.0,22012002807.0,,2012 CM1 1695 2210401,56.88,56.88,2012.0,CM1,1695.0,2210401.0,A PALLISER SA,REPOSICIO BOTES I VESTUARI EPIS JARDINERIA,
3,2,2.20131000512e+11,R,41313.0,22012003807.0,,2012 SP1 3120 2210901,167.37,167.37,2012.0,SP1,3120.0,2210901.0,A PALLISER SA,MATERIAL FONTANERIA RGA,
1,2,2.20130004208e+11,R,41394.0,22013000420.0,,2013 CM1 1695 2269901,13.99,13.99,2013.0,CM1,1695.0,2269901.0,A PALLISER SA,MATERIAL ARBRES NADAL,
2,2,2.20130004126e+11,R,41394.0,22013000385.0,,2013 SP1 2304 2269901,97.73,97.73,2013.0,SP1,2304.0,2269901.0,A PALLISER SA,"CORTINA DE BANY, BUSTIA I RAJOLES",
2,2,2.20131000222e+11,R,41303.0,22012003696.0,,2012 SP1 2304 2269901,25.01,25.01,2012.0,SP1,2304.0,2269901.0,A PALLISER SA,MATERIAL CASA ACOLLIDA,
2,2,2.20131000063e+11,R,41302.0,22012003716.0,,2012 SP1 2410 2269901,94.3,94.3,2012.0,SP1,2410.0,2269901.0,A PALLISER SA,MATERIAL ESCOLA TALLLER CASA DE SES MONGES,
2,2,2.20131000081e+11,R,41302.0,22012002757.0,,2012 SP1 2410 2269901,320.2,320.2,2012.0,SP1,2410.0,2269901.0,A PALLISER SA,MATERIAL ESCOLA TALLER CASA DE SES MONGES,
2,2,2.20131000084e+11,R,41302.0,22012002761.0,,2012 SP1 2410 2269901,237.07,237.07,2012.0,SP1,2410.0,2269901.0,A PALLISER SA,MATERIAL ESCOLA TALLER CASA DE SES MONGES,
3,2,2.20130004299e+11,R,41394.0,22012003587.0,,2013 SP2 3233 2269901,171.12,171.12,2013.0,SP2,3233.0,2269901.0,A PALLISER SA,CALENTADOR AIGUA PER ESCOLES MUNICIPALS,
3,2,2.20130004297e+11,R,41394.0,22012003586.0,,2013 SP2 3380 2269901,217.39,217.39,2013.0,SP2,3380.0,2269901.0,A PALLISER SA,MATERIAL DIVERS PER REIS,
3,2,2.20130004482e+11,R,41397.0,22013000752.0,,2013 SP2 3380 2269901,59.11,59.11,2013.0,SP2,3380.0,2269901.0,A PALLISER SA,MATERIAL DIVERS REIS 2013,
3,2,2.20131000149e+11,R,41302.0,22012003098.0,,2012 SP2 3380 2269901,164.58,164.58,2012.0,SP2,3380.0,2269901.0,A PALLISER SA,CUBS PER AIGUA FESTES DE GRACIA,
3,2,2.20131000493e+11,R,41313.0,22012003688.0,,2012 SP2 3380 2269901,564.89,564.89,2012.0,SP2,3380.0,2269901.0,A PALLISER SA,MATERIAL DIVERS REIS I  BETLEM,
3,2,2.20131000423e+11,R,41313.0,22012003625.0,,2012 SP2 3390 2269901,0.68,0.68,2012.0,SP2,3390.0,2269901.0,A PALLISER SA,AVERIES VARIES CLAUSTRE,
3,2,2.20131000445e+11,R,41313.0,22012003640.0,,2012 SP3 3400 2269901,3.85,3.85,2012.0,SP3,3400.0,2269901.0,A PALLISER SA,REPOSICIO PILES APARELL ANALITIQUES,
4,2,2.20131000438e+11,R,41313.0,22012001904.0,,2012 CM1 4302 2269901,75.69,75.69,2012.0,CM1,4302.0,2269901.0,A PALLISER SA,MATERIAL DIVERS CASA CONSISTORIAL I AREA ECONOMICA,
1,2,2.20130001625e+11,R,41352.0,22013000803.0,,2013 CM1 1550 2100001,377.71,377.71,2013.0,CM1,1550.0,2100001.0,A PALLISER SL,REPOSICIO TAPES I REGISTRES VIA PUBLICA,
1,2,2.20130008591e+11,R,41521.0,22013001715.0,,2013 SG5 1300 2120001,152.63,152.63,2013.0,SG5,1300.0,2120001.0,A PALLISER SL,MATERIAL PER DIPOSIT VEHICLES POLICIA,
3,2,2.20130006574e+11,R,41452.0,22013000477.0,,2013 SP1 3130 2120001,80.26,80.26,2013.0,SP1,3130.0,2120001.0,A PALLISER SL,MATERIAL ERMITA CEMENTERI SANT CLIMENT,
3,2,2.20130001646e+11,R,41352.0,22013000367.0,,2013 SP2 3210 2120001,246.15,246.15,2013.0,SP2,3210.0,2120001.0,A PALLISER SL,MATERIAL MANTENIMENT CAP DE CREUS I VERGE DE GRACIA,
3,2,2.20130006575e+11,R,41452.0,22013000367.0,,2013 SP2 3210 2120001,115.31,115.31,2013.0,SP2,3210.0,2120001.0,A PALLISER SL,MATERIAL MANTENIMENT ESCOLES,
3,2,2.20130007152e+11,R,41472.0,22013000367.0,,2013 SP2 3210 2120001,65.75,65.75,2013.0,SP2,3210.0,2120001.0,A PALLISER SL,MATERIAL MANTENIMENT ESCOLES,
3,2,2.20130011075e+11,R,41583.0,22013000367.0,,2013 SP2 3210 2120001,10.43,10.43,2013.0,SP2,3210.0,2120001.0,A PALLISER SL,MATERIAL DIVERS MANTENIMENT M.L. SERRA,
3,2,2.20130011086e+11,R,41583.0,22013000367.0,,2013 SP2 3210 2120001,40.03,40.03,2013.0,SP2,3210.0,2120001.0,A PALLISER SL,MATERIAL MANTENIMENT ESCOLES,
3,2,2.20130011964e+11,R,41606.0,22013000367.0,,2013 SP2 3210 2120001,48.79,48.79,2013.0,SP2,3210.0,2120001.0,A PALLISER SL,MATERIAL MANTENIMENT ESCOLA ADULTS,
3,2,2.20130013036e+11,R,41626.0,22013000367.0,,2013 SP2 3210 2120001,760.58,760.58,2013.0,SP2,3210.0,2120001.0,A PALLISER SL,MATERIAL MANTENIMENT ESCOLES,
3,2,2.20130011891e+11,R,41606.0,22013002376.0,,2013 SP3 3400 2120001,177.43,177.43,2013.0,SP3,3400.0,2120001.0,A PALLISER SL,MATERIAL PER PENJADORS POLIESPORTIU,
3,2,2.20130001955e+11,R,41359.0,22013000876.0,,2013 SP3 3400 2130001,6.32,6.32,2013.0,SP3,3400.0,2130001.0,A PALLISER SL,MATERIAL FONTANTERIA ESPORTS,
3,2,2.20130005464e+11,R,41422.0,22013001108.0,,2013 SP3 3400 2130001,12.0,12.0,2013.0,SP3,3400.0,2130001.0,A PALLISER SL,REPOSICIO VALVULA MESCLADORA,
3,2,2.2013000715e+11,R,41472.0,22013001462.0,,2013 SP3 3400 2130001,81.08,81.08,2013.0,SP3,3400.0,2130001.0,A PALLISER SL,PINTURA PER CAMP FUTBOL 7,
3,2,2.20130007151e+11,R,41472.0,22013001463.0,,2013 SP3 3400 2130001,106.2,106.2,2013.0,SP3,3400.0,2130001.0,A PALLISER SL,MATERIAL FEINES TALLER,
3,2,2.2013001189e+11,R,41606.0,22013002375.0,,2013 SP3 3400 2130001,53.25,53.25,2013.0,SP3,3400.0,2130001.0,A PALLISER SL,MATERIAL MANTENIMENT POLIESPORTIU,
3,2,2.20130011892e+11,R,41606.0,22013002377.0,,2013 SP3 3400 2130001,187.85,187.85,2013.0,SP3,3400.0,2130001.0,A PALLISER SL,FEINES ACONDICIONAMENT INSTAL·LACIONS,
3,2,2.20130001623e+11,R,41352.0,22013000801.0,,2013 SP1 3120 2210901,16.3,16.3,2013.0,SP1,3120.0,2210901.0,A PALLISER SL,MATERIAL RGA,
1,2,2.20130006573e+11,R,41452.0,22013001355.0,,2013 SG5 1300 2269901,50.32,50.32,2013.0,SG5,1300.0,2269901.0,A PALLISER SL,SACS CIMENT PROTECCIO CIVIL,
1,2,2.20130011913e+11,R,41606.0,22013000681.0,,2013 SP1 1640 2269901,1.23,1.23,2013.0,SP1,1640.0,2269901.0,A PALLISER SL,REPOSICO BOMBETES CEMENTERIS,
1,2,2.20130001624e+11,R,41352.0,22013000802.0,,2013 CM1 1695 2269901,7.96,7.96,2013.0,CM1,1695.0,2269901.0,A PALLISER SL,ROTLLO FILM PER PIANO TEATRE PRINCIPAL,
2,2,2.20130010917e+11,R,41577.0,22013000385.0,,2013 SP1 2304 2269901,12.5,12.5,2013.0,SP1,2304.0,2269901.0,A PALLISER SL,MANGUERA CASA ACOLLIDA,
3,2,2.2013000227e+11,R,41375.0,22013000390.0,,2013 SP2 3380 2269901,30.86,30.86,2013.0,SP2,3380.0,2269901.0,A PALLISER SL,MATERIAL DIVERS REIS,
9,2,2.20130006587e+11,R,41452.0,22013000535.0,,2013 SG1 9120 2269901,99.8,99.8,2013.0,SG1,9120.0,2269901.0,A PALLISER SL,FINESTRES JUNTA GOVERN,
3,2,2.20130008637e+11,R,41521.0,22013000689.0,,2013 SP2 3344 2270601,77.94,77.94,2013.0,SP2,3344.0,2270601.0,A PALLISER SL,MATERIAL MAO + FLORS,
1,6,2.20130009047e+11,R,41529.0,22013001434.0,,2013 CM1 1695 6190211,1324.95,1324.95,2013.0,CM1,1695.0,6190211.0,A PALLISER SL,TANCA PROTECCIO BORJA MOLL,
3,6,2.20130009046e+11,R,41529.0,22013000825.0,,2013 SP1 3120 6230111,48.99,48.99,2013.0,SP1,3120.0,6230111.0,A PALLISER SL,REPARACIONS I EQUIPAMENT INFERMERIA,
9,6,2.20130006797e+11,R,41457.0,22013000973.0,,2013 SG4 9311 6230111,572.73,572.73,2013.0,SG4,9311.0,6230111.0,A PALLISER SL,SUBMINISTRAMENT KIT MARTELL I AMOLADORA,
9,4,2.20130013768e+11,R,41628.0,22013002983.0,,2013 SG1 9120 4800111,1750.0,1750.0,2013.0,SG1,9120.0,4800111.0,AAVV CAMI DE SES VINYES,PAGAMENT SUBVENCIÓ A ENTITATS PER  A PARTICIPACIÓ SOCIAL 2013,
9,4,2.20130013765e+11,R,41628.0,22013002980.0,,2013 SG1 9120 4800111,875.0,875.0,2013.0,SG1,9120.0,4800111.0,AAVV CAMI DES CASTELL DE DALT,PAGAMENT SUBVENCIÓ A ENTITATS PER  A PARTICIPACIÓ SOCIAL 2013,
9,4,2.20130013761e+11,R,41628.0,22013002976.0,,2013 SG1 9120 4800111,875.0,875.0,2013.0,SG1,9120.0,4800111.0,AAVV ES CANUTELLS,PAGAMENT SUBVENCIÓ A ENTITATS PER  A PARTICIPACIÓ SOCIAL 2013,
9,4,2.20130013762e+11,R,41628.0,22013002977.0,,2013 SG1 9120 4800111,1250.0,1250.0,2013.0,SG1,9120.0,4800111.0,AAVV ES GRAU,PAGAMENT SUBVENCIÓ A ENTITATS PER  A PARTICIPACIÓ SOCIAL 2013,
9,4,2.20131000058e+11,R,41302.0,22012002456.0,,2012 SG1 9120 4800211,500.0,500.0,2012.0,SG1,9120.0,4800211.0,AAVV ES GRAU,SUBVENCIÓ NOMINATIVA 2012,
9,4,2.20130013763e+11,R,41628.0,22013002978.0,,2013 SG1 9120 4800111,2500.0,2500.0,2013.0,SG1,9120.0,4800111.0,AAVV LLUCMAÇANES,PAGAMENT SUBVENCIÓ A ENTITATS PER  A PARTICIPACIÓ SOCIAL 2013,
9,4,2.20130013771e+11,R,41628.0,22013002986.0,,2013 SG1 9120 4800111,1750.0,1750.0,2013.0,SG1,9120.0,4800111.0,AAVV MOLI D'ES PLA,PAGAMENT SUBVENCIÓ A ENTITATS PER  A PARTICIPACIÓ SOCIAL 2013,
9,4,2.20130013772e+11,R,41628.0,22013002987.0,,2013 SG1 9120 4800111,1250.0,1250.0,2013.0,SG1,9120.0,4800111.0,AAVV SA MESQUIDA,PAGAMENT SUBVENCIÓ A ENTITATS PER  A PARTICIPACIÓ SOCIAL 2013,
9,2,2.20130002195e+11,R,41375.0,22013000774.0,,2013 SG1 9120 2269901,7000.0,7000.0,2013.0,SG1,9120.0,2269901.0,AAVV SANT CLIMENT,COL·LABORACIO 25º ANIVERSARI AAVV,
9,4,2.20130013766e+11,R,41628.0,22013002981.0,,2013 SG1 9120 4800111,2500.0,2500.0,2013.0,SG1,9120.0,4800111.0,AAVV SANT CLIMENT,PAGAMENT SUBVENCIÓ A ENTITATS PER  A PARTICIPACIÓ SOCIAL 2013,
9,4,2.20130013764e+11,R,41628.0,22013002979.0,,2013 SG1 9120 4800111,875.0,875.0,2013.0,SG1,9120.0,4800111.0,AAVV SES TANQUES DEL CARME,PAGAMENT SUBVENCIÓ A ENTITATS PER  A PARTICIPACIÓ SOCIAL 2013,
1,2,2.20130006061e+11,R,41437.0,22013001278.0,,2013 SG5 1300 2140001,31.58,31.58,2013.0,SG5,1300.0,2140001.0,ABELLAN GELABERT JUAN JOSE (MOTOS GELABERT),RECANVI RODA YAMAHA 600 DIFERENCIA ENTRE REPARACIO I ASSEGURANÇA MOTO ACCIDENTADA,
1,2,2.20130006062e+11,R,41437.0,22013001279.0,,2013 SG5 1300 2140001,210.5,210.5,2013.0,SG5,1300.0,2140001.0,ABELLAN GELABERT JUAN JOSE (MOTOS GELABERT),MATERIAL I FILTRES MOTOS POLICIA,
1,2,2.20130008688e+11,R,41521.0,22013001744.0,,2013 SG5 1300 2140001,343.14,343.14,2013.0,SG5,1300.0,2140001.0,ABELLAN GELABERT JUAN JOSE (MOTOS GELABERT),KIT JUEGO EMBRAGUE,
1,2,2.20130010931e+11,R,41577.0,22013002349.0,,2013 SG5 1300 2140001,53.23,53.23,2013.0,SG5,1300.0,2140001.0,ABELLAN GELABERT JUAN JOSE (MOTOS GELABERT),REPARACIO FRENS POLICIA,
3,2,2.20130000973e+11,R,41332.0,22013000498.0,,2013 SP2 3380 2269901,1089.0,1089.0,2013.0,SP2,3380.0,2269901.0,ACUSTIC MENORCA SL,EQUIPAMENT SO I LLUM CAP D'ANY SINIA COSTABELLA,
3,2,2.20130002293e+11,R,41375.0,22013000390.0,,2013 SP2 3380 2269901,1784.75,1784.75,2013.0,SP2,3380.0,2269901.0,ACUSTIC MENORCA SL,EQUIP DE SO I PERSONAL TECNIC CARNAVAL DIJOUS I DISSABTE,
3,2,2.20130004315e+11,R,41394.0,22012003764.0,,2013 SP2 3380 2269901,1967.7,1967.7,2013.0,SP2,3380.0,2269901.0,ACUSTIC MENORCA SL,MUNTATGE ESTRUCTURES CONCERT OREJA DE VAN GOGH,
3,2,2.20130006139e+11,R,41442.0,22012003578.0,,2013 SP2 3380 2269901,780.26,780.26,2013.0,SP2,3380.0,2269901.0,ADE ESCOLTES DE MENORCA,MONITORS BUNYOLADA,
3,2,2.20130000952e+11,R,41332.0,22013000278.0,,2013 SP1 3120 2130001,248.05,248.05,2013.0,SP1,3120.0,2130001.0,AEGERUS SL,MANTENIMENT PROGRAMA AEGERUS,
3,2,2.20130001548e+11,R,41351.0,22013000648.0,,2013 SP1 3120 2130001,255.25,255.25,2013.0,SP1,3120.0,2130001.0,AEGERUS SL,MANTENIMENT PROGRAMA AEGERUS,
3,2,2.20130006083e+11,R,41437.0,22013000816.0,,2013 SP1 3120 2130001,255.25,255.25,2013.0,SP1,3120.0,2130001.0,AEGERUS SL,MANTENIMENT MENSUAL PROGRAMA AEGERUS,
3,2,2.20130006098e+11,R,41437.0,22013000816.0,,2013 SP1 3120 2130001,255.25,255.25,2013.0,SP1,3120.0,2130001.0,AEGERUS SL,MANTENIMENT PROGRAMA AEGERUS,
3,2,2.20130006529e+11,R,41452.0,22013000816.0,,2013 SP1 3120 2130001,255.25,255.25,2013.0,SP1,3120.0,2130001.0,AEGERUS SL,MANTENIMENT AEGERUS,
3,2,2.20130007104e+11,R,41472.0,22013000816.0,,2013 SP1 3120 2130001,255.25,255.25,2013.0,SP1,3120.0,2130001.0,AEGERUS SL,MANTENIMENT PROGRAMA AEGERUS,
3,2,2.20130008947e+11,R,41529.0,22013000816.0,,2013 SP1 3120 2130001,255.25,255.25,2013.0,SP1,3120.0,2130001.0,AEGERUS SL,MANTENIMENT PROGRAMA AEGERUS,
3,2,2.201310003e+11,R,41303.0,22012003356.0,,2012 SP1 3120 2130001,248.05,248.05,2012.0,SP1,3120.0,2130001.0,AEGERUS SL,MANTENIMENT PROGRAMA AEGERUS,
3,2,2.20131000509e+11,R,41313.0,22012003804.0,,2012 SP1 3120 2130001,248.05,248.05,2012.0,SP1,3120.0,2130001.0,AEGERUS SL,MANTENIMENT MENSUAL AEGERUS,
3,2,2.20130011902e+11,R,41606.0,22013000566.0,,2013 SP1 3120 2269901,255.25,255.25,2013.0,SP1,3120.0,2269901.0,AEGERUS SL,MANTENIMENT PROGRAMA AEGERUS,
1,2,2.20130001632e+11,R,41352.0,22013000809.0,,2013 CM1 1550 2100001,74.07,74.07,2013.0,CM1,1550.0,2100001.0,AGLOMERADOS MENORCA SA,AGLOMERAT EN PLANTA OBRES MIQUEL DE VERI,
3,2,2.20130001554e+11,R,41351.0,22013000654.0,,2013 SP1 3120 2210501,1802.46,1802.46,2013.0,SP1,3120.0,2210501.0,AGROMENORCA SAT,SUBMINISTRAMENT GENER RGA,
